_ID,_Gruppo,_DataOraIncidente,_Localizzazione1,_Localizzazione2,_Strada1,_DaSpecificare,_NaturaIncidente,_ParticolaritaStrade,_TipoStrada,_FondoStradale,_Pavimentazione,_Segnaletica,_CondizioneAtmosferica,_Traffico,_Visibilita,_Illuminazione,_NUM_FERITI,_NUM_RISERVATA,_NUM_MORTI,_NUM_ILLESI,_Longitudine,_Latitudine,_CONFERMATO,__prefix,_Strada02,_Strada2,_Chilometrica
2669515,8,26/01/2016T13:15:00,Statale entro l'abitato,in prossimit�,del civico n.,VIA CASILINA,,1627,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"12,64195","41,86292",True
2681314,18,26/01/2016T13:15:00,Strada Urbana,in prossimit�,del civico n.,VIA DI BOCCEA,,207,,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,"12,4214","41,9032",False
2670828,3,26/01/2016T13:15:00,Strada Urbana,all'intersezione con,VIA BENEVENTO,VIA BARI,VIA BENEVENTO,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,1,"12,514","41,91089",False
2670077,11,26/01/2016T13:30:00,Strada Urbana,in prossimit�,del civico n.,VIA FAUSTO COPPI,,40,,Veicolo in marcia contro veicoli in sosta,Curva a visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,"12,50985","41,83299",True
2670300,13,26/01/2016T13:45:00,Strada Urbana,in prossimit�,del civico n.,VIA CAPO PASSERO,,11,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"12,29074","41,73489",True
2669360,6,26/01/2016T13:50:00,Strada Urbana,da specificare,,VIA CASILINA,,,altezza Via Villa Serventi,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"12,53022","41,88478",True
2669717,19,26/01/2016T14:15:00,Strada Urbana,in corrispondenza,del civico n.,VIA MATTIA BATTISTINI,,212,,Tamponamento,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,"12,41848","41,9131",True
2670155,7,26/01/2016T14:20:00,Strada Urbana,all'intersezione con,VIA GINO SEVERINI,PIAZZALE PINO PASCALI,VIA GINO SEVERINI,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,3,0,0,0,"12,5806","41,89726",True
2670447,4,26/01/2016T14:40:00,Strada Urbana,all'intersezione con,VIA VAL TROMPIA,VIA NOMENTANA,VIA VAL TROMPIA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,"12,55238","41,94111",True
2669671,19,26/01/2016T14:40:00,Strada Urbana,in corrispondenza,del civico n.,VIA TRIONFALE,,7041,,Investimento di pedone,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"12,43896","41,93466",True
2670046,6,26/01/2016T14:45:00,Strada Urbana,in prossimit�,del civico n.,VIA DELLA MARRANELLA,,25,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,"12,54227","41,88127",True
2678931,18,26/01/2016T14:45:00,Strada Urbana,all'intersezione semaforizzata con,CIRCONVALLAZIONE CORNELIA,VIA DI BOCCEA,CIRCONVALLAZIONE CORNELIA,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"12,39939","41,91081",True
2669452,10,26/01/2016T14:50:00,Strada Urbana,in prossimit�,del civico n.,VIA FLAVIO STILICONE,,190,,Scontro frontale/laterale SX fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"12,55967","41,8598",True
2670110,5,26/01/2016T15:10:00,Strada Urbana,all'intersezione semaforizzata con,VIA DEI DURANTINI,VIA DEI MONTI TIBURTINI,VIA DEI DURANTINI,,,Scontro laterale fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,"12,54298","41,9172",True
2670335,12,26/01/2016T15:30:00,Strada Urbana,all'intersezione semaforizzata con,VIALE DELL'UMANESIMO,VIA CRISTOFORO COLOMBO,VIALE DELL'UMANESIMO,,,Scontro laterale fra veicoli in marcia,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,6,0,0,0,"12,46696","41,82357",False
2670525,17,26/01/2016T15:30:00,Strada Urbana,da specificare,,PIAZZA DELLA LIBERTA',,,alt. svincolo per Lungotevere Michelangelo,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,"12,47064","41,90933",False
2669509,1,26/01/2016T16:00:00,Strada Urbana,in corrispondenza,del civico n.,VIALE AVENTINO,,15,,Scontro laterale fra veicoli in marcia,Rettilineo,Pi� di due carreggiate,Asciutto,In cubetti di porfido,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,,,False
2670128,5,26/01/2016T16:00:00,Strada Urbana,in prossimit�,del civico n.,VIA TIBURTINA,,826,,Tamponamento Multiplo,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,"12,56095","41,91507",True
2670743,2,26/01/2016T16:00:00,Strada Urbana,all'intersezione con,VIA DI VILLA ADA,VIA BENACO,VIA DI VILLA ADA,,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,"12,50559","41,92342",True
2670137,5,26/01/2016T16:15:00,Strada Urbana,all'intersezione con,VIA DI PIETRALATA,VIA DEI DURANTINI,VIA DI PIETRALATA,,,Tamponamento,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,3,0,0,0,"12,54687","41,92088",False
2670490,4,26/01/2016T16:45:00,Strada Urbana,all'intersezione con,VIA SCARPANTO,VIA MONTE RUGGERO,VIA SCARPANTO,,,Scontro frontale fra veicoli in marcia,Intersezione non regolata/non segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,"12,5278","41,94837",True
2669664,9,26/01/2016T17:10:00,Strada Urbana,all'intersezione con,LARGO FALVATERRA,VIA ROCCA DI PAPA,LARGO FALVATERRA,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,,,False
2669668,1,26/01/2016T17:30:00,Strada Urbana,all'intersezione semaforizzata con,VIA EMANUELE FILIBERTO,PORTA S. GIOVANNI,VIA EMANUELE FILIBERTO,,,Infortunio per sola frenata improvvisa,Intersezione semaforizzata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,0,"12,50875","41,88651",False
2670096,15,26/01/2016T17:30:00,Strada Urbana,all'intersezione con,VIA BORGHESANO LUCCHESE,VIA ODERISI DA GUBBIO,VIA BORGHESANO LUCCHESE,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,"12,46527","41,86551",False
2671176,18,26/01/2016T17:45:00,Strada Urbana,all'intersezione con,VIA EGIDIO ALBORNOZ,VIA AURELIA,VIA EGIDIO ALBORNOZ,,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione non regolata/non segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,2,"12,43583","41,89739",True
2670388,4,26/01/2016T17:50:00,Strada Urbana,da specificare,,VIA RENATO FUCINI,,,altezza VIA DAVANZATI,Veicolo in marcia contro veicoli in sosta,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,0,"12,5518","41,94606",False
2670682,3,26/01/2016T18:00:00,,all'intersezione con,VIA DEI SABELLI,VIA DEI SARDI,VIA DEI SABELLI,,,Investimento di pedone,,,,,,,,,,1,0,0,1,,,False
2670222,8,26/01/2016T18:10:00,Strada Urbana,da specificare,,VIA ATANASIO SOLDATI,,,40 MT DOPO INCROCIO V. DE TOMMASI,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Con buche,Verticale ed orizzontale,Sereno,Normale,Insufficiente,Insufficiente,0,0,0,1,"12,61679","41,91009",True
2670166,5,26/01/2016T18:10:00,Strada Urbana,da specificare,,VIALE KANT,,,prossimit� rampa deflusso VIA ADRIANO FIORI,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,3,"12,55397","41,93518",True
2670227,8,26/01/2016T18:15:00,Strada Urbana,in prossimit�,del palo luce n.,VIALE DI TORRE MAURA,,24,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,1,"12,59217","41,86022",False
2670054,11,26/01/2016T18:15:00,Strada Urbana,in prossimit�,del civico n.,VIA ATTILIO AMBROSINI,,200,,Investimento di pedone,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,"12,49213","41,8505",True
2670351,2,26/01/2016T18:20:00,Strada Urbana,in prossimit�,del civico n.,VIA NOMENTANA,,130,,Investimento di pedone,Rettilineo,Pi� di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Sufficiente,Sufficiente,0,1,0,1,,,False
2670147,20,26/01/2016T18:25:00,Regionale entro l'abitato,da specificare,,VIA FLAMINIA,,,Altezza Stazione Ferroviaria Labaro,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,2,"12,49497","41,98859",True
2671245,16,26/01/2016T18:30:00,Strada Urbana,in prossimit�,del palo luce n.,VIA LEONE XIII,,29,,Tamponamento Multiplo,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,2,,,False
2671258,16,26/01/2016T18:40:00,,in corrispondenza,del palo luce n.,VIA DI S. PANCRAZIO,,11,,Scontro frontale/laterale DX fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2670509,13,26/01/2016T19:00:00,Strada Urbana,all'intersezione con,VIA DELLE ALEUTINE,VIA DELLE BALEARI,VIA DELLE ALEUTINE,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,2,"12,28006","41,7369",True
2670107,6,26/01/2016T19:10:00,,all'intersezione con,VIA CONTE DI CARMAGNOLA,VIA ROMANELLO DA FORLI',VIA CONTE DI CARMAGNOLA,,,Scontro frontale/laterale SX fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2670201,20,26/01/2016T19:15:00,Strada Urbana,in prossimit�,del civico n.,VIA GIUSEPPE PECCHIO,,8,,Investimento di pedone,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,1,,,False
2681132,18,26/01/2016T19:30:00,Strada Urbana,da specificare,,VIA DI VALLE AURELIA,,,prossimit� fronte civico 63,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,4,"12,4367","41,9079",True
2670005,9,26/01/2016T19:30:00,,da specificare,,PIAZZA DI S. MARIA AUSILIATRICE,,,fronte civico 55,Infortunio per sola frenata improvvisa,,,,,,,,,,1,0,0,1,"12,53019","41,87353",False
2670130,8,26/01/2016T19:45:00,,in prossimit�,del civico n.,VIA CASILINA,,1804,,Scontro laterale fra veicoli in marcia,,,,,,,,,,2,0,0,1,,,False
2670133,6,26/01/2016T20:00:00,Strada Urbana,in prossimit�,del civico n.,VIA PRENESTINA,,48,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,2,"12,52112","41,89124",True
2670159,1,26/01/2016T20:00:00,Strada Urbana,all'intersezione con,VIA GIOVANNI BATTISTA BODONI,LUNGOTEVERE TESTACCIO,VIA GIOVANNI BATTISTA BODONI,,,Infortunio per sola frenata improvvisa,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,1,0,0,1,"12,47071","41,87748",True
2670169,5,26/01/2016T20:00:00,,all'intersezione con,VIA PIO MOLAJONI,VIA DI S. ROMANO,VIA PIO MOLAJONI,,,Scontro frontale/laterale SX fra veicoli in marcia,,,,,,,,,,1,0,0,0,"12,53807","41,90729",False
2671194,12,26/01/2016T20:50:00,Provinciale,da specificare,,VIA LAURENTINA,,,in prossimit� di via Agerola,Veicolo in marcia contro ostacolo accidentale,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Con buche,Verticale ed orizzontale,Nebbia,Scarso,Insufficiente,Inesistente,0,0,0,2,"12,50152","41,75134",True
2670231,8,26/01/2016T21:00:00,Strada Urbana,in prossimit�,del civico n.,VIA OSVALDO LICINI,,12,,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Inesistente,0,0,0,2,"12,61755","41,9085",True
2670840,3,26/01/2016T21:10:00,Strada Urbana,da specificare,,PIAZZA DELLA CROCE ROSSA,,,PROSS.TA' VIA DI VILLA PATRIZI,Scontro laterale fra veicoli in marcia,Curva senza visuale libera,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,3,"12,50445","41,90835",True
2680559,18,26/01/2016T21:15:00,Strada Urbana,all'intersezione con,VIA RAFFAELLO SARDIELLO,VIA DEI CASALI SANTOVETTI,VIA RAFFAELLO SARDIELLO,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione non regolata/non segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Insufficiente,Inesistente,0,0,0,3,"12,40416","41,88934",True
2670585,17,26/01/2016T21:55:00,Strada Urbana,da specificare,,PIAZZA CAVOUR,,,alt. via v. colonna / ulpiano,Scontro laterale fra veicoli in marcia,,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,1,,,False
2670199,1,26/01/2016T23:10:00,Strada Urbana,all'intersezione con,VIA BOCCA DI LEONE,VIA BORGOGNONA,VIA BOCCA DI LEONE,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Lastricata,Verticale,Sereno,Scarso,Buona,Sufficiente,0,0,0,6,"12,48082","41,90467",True
2670136,8,26/01/2016T23:20:00,Strada Urbana,all'intersezione con,VIA MODOLO,VIA BITTI,VIA MODOLO,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,2,"12,68302","41,88903",True
2670213,7,26/01/2016T23:50:00,Strada Urbana,in corrispondenza,del civico n.,VIA DI PIETRALATA,,159,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,3,"12,53854","41,92608",True
2671266,16,27/01/2016T00:20:00,Strada Urbana,in prossimit�,del civico n.,VIA DEL FOSSO DELLA MAGLIANA,,78,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,1,0,0,2,"12,41011","41,84246",False
2671625,17,27/01/2016T00:20:00,Strada Urbana,all'intersezione semaforizzata con,VIA DI PORTA MAGGIORE,VIALE MANZONI,VIA DI PORTA MAGGIORE,,,Scontro frontale/laterale SX fra veicoli in marcia,Intersezione semaforizzata,,Asciutto,Asfaltata,,Sereno,Normale,Sufficiente,Sufficiente,4,0,0,0,"12,50968","41,89321",False
2671470,11,27/01/2016T01:00:00,Regionale,in prossimit�,del civico n.,VIA PONTINA,,430/c,,Tamponamento,Rettilineo,Pi� di due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,1,0,0,1,"12,45081","41,79008",True
2670178,6,27/01/2016T01:00:00,Strada Urbana,in prossimit�,del civico n.,VIALE DELLO SCALO S. LORENZO,,13,,Veicolo in marcia contro veicoli in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,1,0,0,0,,,False
2671567,13,27/01/2016T02:00:00,,in corrispondenza,del civico n.,VIA FRANCESCO CILEA,,288,,Scontro laterale fra veicoli in marcia,,,,,,,,,,0,0,0,1,"12,37508","41,75008",False
2682123,18,27/01/2016T02:30:00,Strada Urbana,da specificare,,CIRCONVALLAZIONE AURELIA,,,PROSSIMITA' PIAZZA DI VILLA CARPEGNA,Veicolo in marcia contro ostacolo accidentale,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,1,"12,42852","41,89705",False
2670543,13,27/01/2016T02:40:00,Provinciale,in prossimit�,della chilometrica,VIA DEL MARE,,14.45,,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Inesistente,0,0,0,1,"12,31241","41,76481",False
2671739,2,27/01/2016T06:00:00,,da specificare,,VIALE DEL FORO ITALICO,,,altezza fermata ATAC 73950,Veicolo in marcia contro ostacolo fisso,,,,,,,,,,1,0,0,0,,,False
2671076,15,27/01/2016T07:00:00,Strada Urbana,in corrispondenza,del civico n.,VIA PORTUENSE,,240,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,2,"12,46037","41,86601",True
2671273,16,27/01/2016T07:20:00,Strada Urbana,all'intersezione con,VIA DI BRAVA,VIA DEL PESCACCIO,VIA DI BRAVA,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"12,38018","41,87282",True
2671514,5,27/01/2016T08:05:00,Strada Urbana,da specificare,,VIA TIBURTINA,,,prossimit� via Casale di S. Basilio,Scontro laterale fra veicoli in marcia,Rettilineo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,"12,58417","41,93246",True
2671662,4,27/01/2016T08:10:00,Strada Urbana,in prossimit�,del civico n.,VIA ANTONIO SILVANI,,118,,Veicolo in marcia contro ostacolo accidentale,Curva a visuale libera,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,"12,51874","41,94775",True
2671736,2,27/01/2016T08:20:00,Strada Urbana,da specificare,,LUNGOTEVERE ARNALDO DA BRESCIA,,,altezza sottopassaggio,Veicolo in marcia contro ostacolo fisso,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,"12,47261","41,9123",True
2675957,3,27/01/2016T08:30:00,Strada Urbana,all'intersezione con,VIA CARLO FEA,VIA GIUSEPPE MARCHI,VIA CARLO FEA,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,3,"12,51846","41,91901",True
2670350,18,27/01/2016T08:35:00,Strada Urbana,all'intersezione con,VIA SORISO,VIA DI BOCCEA,VIA SORISO,,,Scontro frontale fra veicoli in marcia,Intersezione non regolata/non segnalata,Due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,4,"12,41039","41,90381",True
2671089,15,27/01/2016T08:40:00,,in corrispondenza,del civico n.,VIA DELLA MAGLIANA NUOVA,,160,,Scontro laterale fra veicoli in marcia,,,,,,,,,,2,0,0,2,"12,45722","41,85354",False
2670601,1,27/01/2016T08:50:00,Strada Urbana,all'intersezione con,VIA BIXIO,VIA EMANUELE FILIBERTO,VIA BIXIO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"12,50685","41,89009",True
2670322,10,27/01/2016T09:00:00,Strada Urbana,all'intersezione con,VIA LEMONIA,VIA LUCIO PAPIRIO,VIA LEMONIA,,,Veicolo in marcia contro veicolo fermo,Incrocio,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,,,False
2671500,11,27/01/2016T09:00:00,Strada Urbana,all'intersezione con,CIRCONVALLAZIONE OSTIENSE,VIA OSTIENSE,CIRCONVALLAZIONE OSTIENSE,,,Investimento di pedone,Intersezione semaforizzata,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,0,"12,4795","41,86773",True
2670315,7,27/01/2016T09:00:00,Strada Urbana,in prossimit�,del civico n.,VIA COLLATINA,,126,,Scontro frontale/laterale DX fra veicoli in marcia,Rettilineo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"12,56959","41,90178",True
2671199,13,27/01/2016T09:05:00,Strada Urbana,in corrispondenza,della chilometrica,VIA DEL MARE,,25.1,,Scontro laterale fra veicoli in marcia,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"12,30722","41,76238",False
2672367,12,27/01/2016T09:10:00,Strada Urbana,all'intersezione con,VIALE EGEO,VIALE DEI PRIMATI SPORTIVI,VIALE EGEO,,,Scontro frontale/laterale SX fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"12,45475","41,82688",True
2671732,2,27/01/2016T09:15:00,,all'intersezione con,PIAZZALE BRASILE,VIA PINCIANA,PIAZZALE BRASILE,,,Scontro laterale fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2671734,2,27/01/2016T09:15:00,,in prossimit�,del civico n.,VIA DEL FORO ITALICO,,633,,Scontro laterale fra veicoli in marcia,,,,,,,,,,2,0,0,1,,,False
2675978,3,27/01/2016T09:30:00,Strada Urbana,da specificare,,VIA NOMENTANA,,,fronte civ. 83,Tamponamento,Rettilineo,Pi� di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,"12,50367","41,91114",False
2671693,17,27/01/2016T09:35:00,Strada Urbana,all'intersezione con,VIA EMILIO FAA' DI BRUNO,VIA DELLA GIULIANA,VIA EMILIO FAA' DI BRUNO,,,Scontro frontale/laterale DX fra veicoli in marcia,Intersezione stradale segnalata,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,"12,45419","41,91351",False
2671569,11,27/01/2016T09:45:00,Strada Urbana,all'intersezione semaforizzata con,VIA FLAVIO DOMIZIANO,VIA CRISTOFORO COLOMBO,VIA FLAVIO DOMIZIANO,,,Scontro frontale/laterale DX fra veicoli in marcia,Incrocio,Pi� di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,"12,4858","41,85105",True
2670456,20,27/01/2016T10:00:00,Strada Urbana,all'intersezione con,VIALE DI TOR DI QUINTO,VIA CIVITA CASTELLANA,VIALE DI TOR DI QUINTO,,,Scontro laterale fra veicoli in marcia,Incrocio,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Ore Diurne,0,0,0,2,"12,47066","41,93724",True
2671522,9,27/01/2016T10:00:00,,in corrispondenza,del civico n.,VIA TARANTO,,57g,,Investimento di pedone,,,,,,,,,,1,0,0,1,,,False
2671894,16,27/01/2016T10:15:00,,in prossimit�,del civico n.,VIA FRANCESCO MARIA GALLUZZI,,3,,Scontro frontale/laterale DX fra veicoli in marcia,,,,,,,,,,1,0,0,1,,,False
2671919,16,27/01/2016T10:20:00,Strada Urbana,all'intersezione con,VIA DEGLI STRADIVARI,LUNGOTEVERE PORTUENSE,VIA DEGLI STRADIVARI,,,Tamponamento,Intersezione stradale segnalata,Due carreggiate,Asciutto,Asfaltata,Verticale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,"12,46972","41,87516",True
2670596,19,27/01/2016T10:45:00,Strada Urbana,in corrispondenza,del civico n.,VIA ARTURO DONAGGIO,,30,,Veicolo in marcia contro veicolo in sosta,Rettilineo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,"12,41239","41,92587",True
