IDProtocollo,Progressivo,IDVeicolo,TipoVeicolo,StatoVeicolo,Marca,Modello
2686733,2,1035596,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2686736,1,1035649,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2686736,2,1035671,Autovettura privata,In marcia / fermata / arresto,BMW,525 D
2686739,1,1035437,Autovettura privata,In marcia / fermata / arresto,Renault,Megane
2686739,2,1035445,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2686740,1,1035314,Autovettura privata,In marcia / fermata / arresto,Peugeot,207
2686740,2,1035321,Veicolo speciale,In marcia / fermata / arresto,Fiat Iveco,150
2686740,3,1035327,Autovettura privata,In marcia / fermata / arresto,Jaguar,(ignoto)
2686745,1,1035316,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2686745,2,1035318,Motociclo a solo,In marcia / fermata / arresto,Suzuki,GSXR
2686749,1,1035421,Autovettura privata,In marcia / fermata / arresto,Fiat,Dobl�
2686749,2,1035431,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2686752,1,1035388,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2686752,2,1035428,Autovettura privata,In marcia / fermata / arresto,Fiat,Multipla
2686752,3,1035503,Autovettura privata,In marcia / fermata / arresto,Citroen,Xsara
2686752,4,1035519,Motociclo a solo,In marcia / fermata / arresto,Kawasaki,750
2686756,1,1035329,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2686758,1,1035455,Autovettura privata,In marcia / fermata / arresto,Mini,(non accertato)
2686758,2,1035458,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2686762,1,1035317,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2686762,2,1035324,Ciclomotore,In marcia / fermata / arresto,AIXAM,(non accertato)
2686770,1,1035364,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2686770,2,1035369,Autovettura privata,In marcia / fermata / arresto,Toyota,Corolla
2686771,1,1035684,Autovettura privata,In marcia / fermata / arresto,Daewoo,Matiz
2686775,1,1035405,Autovettura privata,In marcia / fermata / arresto,Renault,(non accertato)
2686775,2,1035415,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart For Two
2686781,1,1035444,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Iveco
2686781,2,1044771,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Citroen,Berlingo
2686784,1,1035352,Autovettura privata,In marcia / fermata / arresto,Citroen,ZX AURA
2686788,1,1035467,Macchina operatrice,In marcia / fermata / arresto,Autocarro Fiat,Iveco 50
2686793,1,1035322,Autovettura privata,In marcia / fermata / arresto,Daimler,Chrysler Voyager
2686793,2,1035326,Autovettura privata,In marcia / fermata / arresto,Honda,Jazz
2686807,1,1035323,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2686807,2,1035328,Autovettura privata,In marcia / fermata / arresto,Renault,Laguna
2686824,1,1035330,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2686824,2,1035332,Autovettura privata,Sosta,Fiat,Panda
2686832,1,1035331,Autovettura privata,In marcia / fermata / arresto,Seat,(ignoto)
2686832,2,1035338,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300
2686837,1,1035336,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,35/29
2686837,2,1035343,Autovettura privata,In marcia / fermata / arresto,Nissan,QASHQAI
2686838,1,1035335,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2686838,2,1035341,Autovettura privata,Sosta,Chevrolet,Matiz
2686838,3,1035344,Autovettura privata,Sosta,Fiat,Punto
2686838,4,1035345,Autovettura privata,Sosta,Opel,Astra
2686845,1,1035337,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2686845,2,1035339,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2686845,3,1035347,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2686846,1,1035340,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2686846,2,1035342,Autovettura privata,In marcia / fermata / arresto,Chevrolet,(ignoto)
2686855,1,1035348,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2686864,1,1035350,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2686864,2,1035351,Autovettura privata,In marcia / fermata / arresto,Audi,A4 Avant
2686864,3,1035356,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2686864,4,1035366,Autovettura privata,In marcia / fermata / arresto,Kia,Ceed sw
2686864,5,1035381,Autovettura privata,In marcia / fermata / arresto,BMW,216 d
2686902,1,1035360,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2686902,2,1035363,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2686902,3,1035365,Autovettura di polizia,In marcia / fermata / arresto,Fiat,Bravo
2686912,1,1035362,Autovettura privata,In marcia / fermata / arresto,Hyundai,Atos Prime
2686927,1,1035368,Autovettura privata,In marcia / fermata / arresto,Volkswagen,(non accertato)
2686927,2,1035370,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2686954,1,1035367,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2686964,1,1035372,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2686967,1,1035371,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2686967,2,1035375,Autotreno,In marcia / fermata / arresto,Daf,TRUCKS FT XF 105
2686986,1,1035373,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2686986,2,1035376,Motociclo a solo,In marcia / fermata / arresto,Honda,Forza
2687001,1,1035391,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf Plus
2687001,2,1035404,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Ducato
2687005,1,1035385,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2687009,1,1035389,Autobus di linea,In marcia / fermata / arresto,Iveco,Iribus
2687009,2,1035395,Autovettura privata,In marcia / fermata / arresto,Citroen,C4
2687011,1,1035392,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2687011,2,1035410,Motociclo a solo,In marcia / fermata / arresto,Kymco,Kwang
2687016,1,1035393,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2687016,2,1035397,Motociclo a solo,In marcia / fermata / arresto,Aprilia,sport city
2687020,1,1035406,Trattore stradale,In marcia / fermata / arresto,Iveco,Magirus
2687020,2,1035425,Autovettura di polizia,Sosta,Fiat,Panda
2687021,1,1035394,Autovettura pubblica,In marcia / fermata / arresto,Fiat,Multipla Taxi
2687042,1,1035418,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo
2687042,2,1035424,Autovettura privata,In marcia / fermata / arresto,Daimler,Smart
2687043,1,1035447,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2687043,2,1035450,Ciclomotore,In marcia / fermata / arresto,Yamaha,Neon's
2687046,1,1035408,Autovettura privata,Sosta,Fiat,500
2687046,2,1035417,Autovettura privata,In marcia / fermata / arresto,Opel,AGILA
2687047,1,1035660,Autovettura privata,In marcia / fermata / arresto,Fiat,Uno
2687050,1,1035562,Motociclo a solo,In marcia / fermata / arresto,Suzuki,SIXTEEN
2687050,2,1035566,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2687054,1,1035420,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2687054,2,1035429,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3
2687054,3,1035442,Autovettura privata,Sosta,Fiat,Stilo
2687056,1,1035454,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2687056,2,1035466,Autovettura privata,In marcia / fermata / arresto,Smart ,for two
2687056,3,1035471,Autovettura privata,Sosta,Toyota,Aygo
2687056,4,1035485,Autovettura privata,Sosta,BMW,X 3
2687061,1,1035536,Motociclo a solo,Sosta,Honda,SH150
2687061,2,1035539,Autovettura privata,In marcia / fermata / arresto,BMW,(ignoto)
2687066,1,1035427,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2687088,1,1035434,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Liberty 125
2687088,2,1035441,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2687104,1,1035440,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2687104,2,1035443,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2687176,1,1035456,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,delta
2687176,2,1035505,Motociclo a solo,In marcia / fermata / arresto,Honda,Transalp
2687191,1,1035461,Autovettura privata,In marcia / fermata / arresto,Nissan,(ignoto)
2687191,2,1035480,Autovettura privata,In marcia / fermata / arresto,Opel,ADAM
2687191,3,1035493,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2687208,1,1035472,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2687208,2,1035477,Motociclo a solo,In marcia / fermata / arresto,Sym,(non accertato)
2687220,1,1040242,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2687220,2,1040243,Motociclo a solo,In marcia / fermata / arresto,Peugeot,SATELIS
2687274,1,1035567,Autovettura privata,In marcia / fermata / arresto,Smart ,Fortwo Coupe
2687274,2,1035569,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Vespa
2687282,1,1035579,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Verso
2687282,2,1043632,Autovettura privata,In marcia / fermata / arresto,BMW,X3
2687357,1,1035545,Autovettura privata,In marcia / fermata / arresto,Ford,C - MAX
2687357,2,1035550,Autovettura privata,In marcia / fermata / arresto,Opel,AGILA
2687361,1,1035549,Autovettura privata,In marcia / fermata / arresto,Opel,AGILA
2687361,2,1035553,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2687363,1,1035635,Ciclomotore,In marcia / fermata / arresto,Peugeot,Tweet
2687364,1,1035551,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2687364,2,1035552,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2687364,3,1035557,Autovettura privata,Sosta,Volvo,V 40
2687367,1,1035647,Autovettura privata,In marcia / fermata / arresto,Peugeot,207 station wagon
2687368,1,1035616,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2687368,2,1035620,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly
2687371,1,1035651,Motociclo con passeggero,In marcia / fermata / arresto,Honda,Forza
2687371,2,1035652,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2687371,3,1035654,Motociclo a solo,In marcia / fermata / arresto,Triumph,(ignoto)
2687373,1,1035555,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2687373,2,1035564,Quadriciclo leggero,In marcia / fermata / arresto,Chatenet,CH2610
2687382,1,1035559,Autovettura privata,In marcia / fermata / arresto,Fiat,Marea SW
2687390,1,1035561,Velocipede,In marcia / fermata / arresto,(non accertato),(non accertato)
2687390,2,1035563,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,(non accertato)
2687400,1,1035571,Autovettura privata,In marcia / fermata / arresto,Citroen,C2
2687400,2,1035573,Ciclomotore,In marcia / fermata / arresto,Yamaha,Neon
2687405,1,1035568,Motociclo a solo,In marcia / fermata / arresto,Kymco,Downtown
2687407,1,1035570,Motociclo a solo,In marcia / fermata / arresto,Kimco,exciting
2687407,2,1035572,Velocipede,In marcia / fermata / arresto,Specialized,(non accertato)
2687417,1,1035576,Motociclo a solo,In marcia / fermata / arresto,Honda,Hornet
2687434,1,1035581,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2687434,2,1035628,Autovettura di polizia,In marcia / fermata / arresto,Peugeot,208
2687476,1,1035589,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2687476,2,1035609,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Volkswagen,Lt 28
2687516,1,1035603,Autovettura privata,In marcia / fermata / arresto,Nissan,Quashqai
2687524,1,1035600,Autovettura privata,In marcia / fermata / arresto,Mercedes,C 320
2687524,2,1035604,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2687571,1,1037721,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark
2687571,2,1037745,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2687571,3,1037723,Autovettura privata,In marcia / fermata / arresto,Audi,A 4 Avant
2687622,1,1035608,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2687641,1,1035610,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2687641,2,1035612,Motociclo con passeggero,In marcia / fermata / arresto,Kimco,People
2687654,1,1035611,Autovettura di polizia,In marcia / fermata / arresto,Seat,Leon
2687673,1,1035615,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A
2687698,1,1035623,Autovettura privata,In marcia / fermata / arresto,Ford,Mondeo
2687698,2,1035626,Autovettura pubblica,In marcia / fermata / arresto,Fiat,Qubo
2687719,1,1035627,Motociclo a solo,In marcia / fermata / arresto,Honda,PCX
2687743,1,1035630,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3 Picasso
2687743,2,1035633,Autovettura privata,In marcia / fermata / arresto,Fiat,(ignoto)
2687755,1,1035636,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300
2687755,2,1035692,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,YPSILON
2687781,1,1035637,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A
2687781,2,1035639,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo
2687788,1,1035640,Autovettura pubblica,In marcia / fermata / arresto,Toyota,prius
2687788,2,1035642,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2687843,1,1035650,Autovettura privata,In marcia / fermata / arresto,Citroen,Berlingo
2687843,2,1035985,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Ford,Transit
2687843,3,1035994,Autovettura privata,Sosta,Chevrolet,Matiz
2687926,1,1035672,Autovettura pubblica,In marcia / fermata / arresto,Daimler Chrysler,(ignoto)
2687940,1,1035673,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2687940,2,1035674,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 10
2687953,1,1035675,Autovettura privata,Allontanatosi,(ignoto),(non accertato)
2687953,2,1035677,Autovettura privata,Sosta,Fiat,500 L
2687953,3,1035679,Autovettura privata,Sosta,Smart ,-
2687953,4,1035681,Motociclo a solo,Sosta,Piaggio,Beverly
2687953,5,1035682,Motociclo a solo,Sosta,Piaggio,Liberty
2687954,1,1035676,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2687954,2,1035678,Autovettura di polizia,In marcia / fermata / arresto,Volkswagen,Passat
2687962,1,1035680,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Ducato
2687984,1,1035688,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Ducato
2687984,2,1035690,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,DAILY
2688069,1,1035708,Autovettura privata,In marcia / fermata / arresto,Mercedes,A 180
2688069,2,1035709,Autovettura privata,Allontanatosi,Opel,(ignoto)
2688227,1,1035744,Motociclo a solo,In marcia / fermata / arresto,Yamaha,T- MAX
2688239,1,1035745,Autovettura privata,In marcia / fermata / arresto,Peugeot,207
2688239,2,1035746,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2688249,1,1035749,Autoveicolo trasp.promisc.,In marcia / fermata / arresto,PIAGGIO,(ignoto)
2688249,2,1035752,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2688251,1,1035747,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2688268,1,1035766,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Forfour
2688268,2,1035774,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2688268,3,1035777,Autovettura privata,Sosta,Opel,Corsa
2688270,1,1035754,Autobus di linea,In marcia / fermata / arresto,Breda,Menarinibus M240
2688270,2,1035768,Autovettura privata,In marcia / fermata / arresto,Citroen,C1
2688285,1,1035748,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2688285,2,1035750,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2688294,1,1035910,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2688294,2,1035912,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2688294,3,1035936,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2688297,1,1035751,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,Daily
2688297,2,1035757,Motociclo a solo,Sosta,Honda,Spazio
2688299,1,1035834,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2688299,2,1035838,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2688304,1,1035755,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2688304,2,1035756,Autovettura di polizia,In marcia / fermata / arresto,Fiat,Bravo
2688309,1,1036659,Autovettura privata,In marcia / fermata / arresto,BMW,330D
2688311,1,1035836,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2688311,2,1035846,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2688311,3,1035864,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,YPSILON
2688311,4,1035874,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2688316,1,1035823,Autovettura privata,In marcia / fermata / arresto,Smart ,Fortwo
2688316,2,1035826,Autovettura privata,In marcia / fermata / arresto,Hyundai,Athos
2688318,1,1038094,Autovettura privata,In marcia / fermata / arresto,Daimler,Chrysler
2688318,2,1038415,Motociclo a solo,In marcia / fermata / arresto,Yamaha,TDM 850
2688323,1,1035951,Autovettura privata,In marcia / fermata / arresto,Fiat,Tipo
2688326,1,1035760,Autovettura privata,Sosta,Mercedes,Smart Fortwo Coup�
2688326,2,1035763,Autovettura privata,Sosta,Dacia,Sandero
2688328,2,1035761,Autovettura privata,Sosta,Peugeot,206
2688332,1,1035758,Autovettura privata,In marcia / fermata / arresto,Fiat,Idea
2688334,1,1036073,Autobus urbano,In marcia / fermata / arresto,TEMSA,AVENUE LF
2688335,1,1035762,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2688335,2,1035764,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2688343,1,1035765,Autovettura privata,In marcia / fermata / arresto,Chrysler,Daimler Jeep
2688343,2,1035769,Motociclo a solo,In marcia / fermata / arresto,Honda,(ignoto)
2688356,1,1035767,Autovettura privata,In marcia / fermata / arresto,Peugeot,207
2688356,2,1035771,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO
2688364,1,1035775,Motociclo a solo,In marcia / fermata / arresto,Honda,150
2688364,2,1035782,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 20
2688368,1,1035770,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2688368,2,1035772,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Citroen,Berlingo
